names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,cluster
HDAC9,93.11573,3.2744367,0.0,0.0,0.9795258620689655,0.4740439144976007,2
PPP1R12B,92.888855,2.9619138,0.0,0.0,0.9874281609195402,0.5988076196015705,2
KIF26B,91.86585,3.07029,0.0,0.0,0.9910201149425287,0.5691435218845426,2
KCNQ5,91.53675,4.156194,0.0,0.0,0.9274425287356322,0.3063835974989094,2
MGAT4C,90.11351,6.1053066,0.0,0.0,0.8010057471264368,0.058455721971790026,2
SDK1,89.96378,4.1907096,0.0,0.0,0.9012212643678161,0.2253889777519267,2
STK39,89.56943,2.7819588,0.0,0.0,0.9906609195402298,0.6143667296786389,2
SLC27A6,89.32715,5.937598,0.0,0.0,0.8017241379310345,0.061073142358586595,2
CACNA1C,87.098434,2.4918015,0.0,0.0,0.9956896551724138,0.7420386796568271,2
MACROD2,85.43497,4.7752624,0.0,0.0,0.8369252873563219,0.13814163152537443,2
PRICKLE1,85.400406,2.677754,0.0,0.0,0.9942528735632183,0.6376326886723862,2
PCDH7,85.288666,3.6734428,0.0,0.0,0.9360632183908046,0.38825069070815765,2
NREP,84.629036,3.0835354,0.0,0.0,0.9716235632183908,0.4704086084048277,2
FREM1,84.628426,6.2581706,0.0,0.0,0.7704741379310345,0.04115166497019049,2
CDH2,84.04571,2.6519735,0.0,0.0,0.9949712643678161,0.608841064417624,2
SLC1A3,83.4486,4.6702433,0.0,0.0,0.8326149425287356,0.13843245601279627,2
PPP1R13B,83.272026,4.1317797,0.0,0.0,0.8631465517241379,0.18496437400029084,2
PALLD,82.52773,2.1265075,0.0,0.0,0.9992816091954023,0.8000581648974844,2
LTBP1,82.47405,2.7312138,0.0,0.0,0.9885057471264368,0.5768503708012215,2
KCNIP4,81.2104,4.988842,0.0,0.0,0.8153735632183908,0.14032281518103823,2
SORCS3,80.985596,8.707892,0.0,0.0,0.7230603448275862,0.0071251999418351026,2
FHL2,80.80112,2.9648278,0.0,0.0,0.9741379310344828,0.5335175221753672,2
SH3GL3,80.442635,8.13003,0.0,0.0,0.7241379310344828,0.009742620328631671,2
SMPX,80.24308,7.0410767,0.0,0.0,0.7295258620689655,0.017449469245310455,2
TMEM71,79.92126,7.2562304,0.0,0.0,0.7273706896551724,0.0184673549512869,2
GRID1,78.98952,6.7447734,0.0,0.0,0.7295258620689655,0.024429256943434636,2
BRINP3,78.605225,7.4277987,0.0,0.0,0.7230603448275862,0.020648538606950706,2
L3MBTL4,77.735245,6.713945,0.0,0.0,0.7219827586206896,0.025010905918278318,2
DMD,77.70828,2.2441316,0.0,0.0,0.9953304597701149,0.7501817653046386,2
CUX2,76.732254,8.421661,0.0,0.0,0.7011494252873564,0.007706848916678785,2
INPP4B,76.67712,2.6581278,0.0,0.0,0.9795258620689655,0.5890649992729388,2
ANKRD1,75.89721,3.5900772,0.0,0.0,0.9127155172413793,0.3612040133779264,2
PDE4D,75.66615,2.6940296,0.0,0.0,0.9802442528735632,0.5354078813436092,2
CDC42EP3,75.64822,3.8863711,0.0,0.0,0.8444683908045977,0.2012505452959139,2
ANK2,75.495605,2.7142375,0.0,0.0,0.9709051724137931,0.5434055547477098,2
GRIP1,74.82808,4.5687475,0.0,0.0,0.7866379310344828,0.12927148465900828,2
LGR4,74.82626,2.9788024,0.0,0.0,0.9479166666666666,0.46488294314381273,2
GATA4,74.5859,2.541019,0.0,0.0,0.9806034482758621,0.5633270321361059,2
MAST4,74.37925,2.512087,0.0,0.0,0.9813218390804598,0.6137850807037952,2
PPP2R2B,74.03714,7.786067,0.0,0.0,0.6892959770114943,0.012360040715428238,2
GPRIN3,71.821594,5.2262225,0.0,0.0,0.7262931034482759,0.05801948524065726,2
ENSG00000285679,71.55142,3.5624173,0.0,0.0,0.8631465517241379,0.2758470263196161,2
ENSG00000286797,70.33841,8.202829,0.0,0.0,0.6609195402298851,0.006688963210702341,2
ENSG00000189229,70.08853,4.609693,0.0,0.0,0.757183908045977,0.1193834520866657,2
TENT5A,69.159065,3.320002,0.0,0.0,0.8829022988505747,0.3167078668023848,2
WNK2,68.6975,8.571013,0.0,0.0,0.6483477011494253,0.004653191798749455,2
CLIC5,68.29899,5.8905344,0.0,0.0,0.6752873563218391,0.0312636323978479,2
DSP,68.05556,5.6564035,0.0,0.0,0.6810344827586207,0.03431728951577723,2
ENSG00000289973,67.31908,8.801073,0.0,0.0,0.6433189655172413,0.004216955067616693,2
SHROOM3,66.71236,3.3600008,0.0,0.0,0.8505747126436781,0.27046677330231206,2
ANO5,66.316605,7.262406,0.0,0.0,0.6382902298850575,0.010469681547186274,2
SNAP91,66.04082,7.7307296,0.0,0.0,0.6357758620689655,0.009015559110077068,2
CADM1,64.03868,2.945898,0.0,0.0,0.9008620689655172,0.36062236440308276,2
GRAMD1B,63.93615,4.833901,0.0,0.0,0.6925287356321839,0.0802675585284281,2
ST6GALNAC3,63.624184,4.434311,0.0,0.0,0.7097701149425287,0.09248218700014542,2
MAPK4,62.91391,8.044282,0.0,0.0,0.6113505747126436,0.0062527264795695795,2
ARHGAP26,62.105686,2.5308568,0.0,0.0,0.9349856321839081,0.4760796859095536,2
TOX,61.81577,6.2994347,0.0,0.0,0.6174568965517241,0.022393485531481752,2
CACNA1D,60.777027,5.4464483,0.0,0.0,0.6375718390804598,0.04624109350007271,2
GALNT17,60.71197,7.744323,0.0,0.0,0.5923132183908046,0.007561436672967864,2
HRAT17,60.042213,7.278601,0.0,0.0,0.5926724137931034,0.010178857059764432,2
LINC02315,60.03941,4.2736626,0.0,0.0,0.6957614942528736,0.12069216228006398,2
FGF13,60.03034,6.178598,0.0,0.0,0.608117816091954,0.022684310018903593,2
PLCB4,59.992798,2.711729,0.0,0.0,0.8972701149425287,0.4087538170713974,2
DAB1,59.915318,3.4335046,0.0,0.0,0.7862787356321839,0.24007561436672967,2
CYP2J2,59.908962,7.555387,0.0,0.0,0.5869252873563219,0.007561436672967864,2
CPNE5,59.48974,6.157122,0.0,0.0,0.6056034482758621,0.022975134506325434,2
EDA,58.937366,3.4531703,0.0,0.0,0.78125,0.24123891231641703,2
SORCS1,58.215954,6.387905,0.0,0.0,0.5872844827586207,0.018176530463865057,2
MARCHF11,58.077587,8.311246,0.0,0.0,0.5678879310344828,0.004507779555038534,2
PLCL1,57.968452,2.5037506,0.0,0.0,0.9249281609195402,0.506325432601425,2
FRAS1,57.37141,3.0623262,0.0,0.0,0.8232758620689655,0.30173040570015996,2
MDGA2,56.760544,6.8146834,0.0,0.0,0.5686063218390804,0.013959575396248364,2
TMEM163,56.71313,6.4281,0.0,0.0,0.5714798850574713,0.01643158353933401,2
FRMD4B,56.151417,3.4074183,0.0,0.0,0.7474856321839081,0.19223498618583684,2
VWC2,55.44258,8.045556,0.0,0.0,0.5466954022988506,0.005234840773593137,2
SOX6,55.304527,2.118128,0.0,0.0,0.9561781609195402,0.5836847462556347,2
SLIT3,54.975525,2.0179439,0.0,0.0,0.9766522988505747,0.6293441907808638,2
MASP1,54.843544,5.9097657,0.0,0.0,0.5625,0.02152101206921623,2
NCKAP5,54.50274,2.906773,0.0,0.0,0.829382183908046,0.33066744219863314,2
CGNL1,54.34217,3.1392515,0.0,0.0,0.7636494252873564,0.22771557365130143,2
MARCHF11-AS1,54.30435,8.503441,0.0,0.0,0.5344827586206896,0.00319906936164025,2
PCAT1,54.21604,5.653751,0.0,0.0,0.5628591954022989,0.02850079976734041,2
BMP7,54.08739,7.6175885,0.0,0.0,0.5341235632183908,0.0059619019921477385,2
PLXNA2,53.561413,2.9356916,0.0,0.0,0.798132183908046,0.281518103824342,2
GUCY1A2,53.325382,2.934732,0.0,0.0,0.8096264367816092,0.30812854442344045,2
IL1RAPL1,52.75866,2.3470182,0.0,0.0,0.9238505747126436,0.5710338810527846,2
ADARB2,52.472492,8.176099,0.0,0.0,0.5165229885057471,0.004798604042460375,2
NLGN1,52.196377,2.2585528,0.0,0.0,0.930316091954023,0.554020648538607,2
DOCK9,51.51486,2.6465437,0.0,0.0,0.8243534482758621,0.3377926421404682,2
WNT5B,51.384937,3.225996,0.0,0.0,0.7076149425287356,0.18540061073142358,2
DLG2,51.22081,2.0637088,0.0,0.0,0.9428879310344828,0.6447578886142213,2
LINC01505,49.640274,4.089629,0.0,0.0,0.5887212643678161,0.08506616257088846,2
JPH1,48.915485,4.239904,0.0,0.0,0.5592672413793104,0.06412679947651592,2
SCUBE3,46.820988,4.1382375,0.0,0.0,0.5362787356321839,0.05860113421550094,2
GUCY1A1,46.287727,2.780817,0.0,0.0,0.7370689655172413,0.23920314090446415,2
HECW2,45.81857,2.0344245,0.0,0.0,0.9030172413793104,0.550239930202123,2
PURPL,45.735504,4.0181193,0.0,0.0,0.5470545977011494,0.08695652173913043,2
SLC4A4,45.636784,2.5904183,0.0,0.0,0.7485632183908046,0.2729387814453977,2
GFOD1,45.53011,2.8992457,0.0,0.0,0.6792385057471264,0.20503126363239785,2
RASGRP3,45.038624,3.723489,0.0,0.0,0.5502873563218391,0.06907081576268721,2
BACH2,44.01341,2.5458844,0.0,0.0,0.7492816091954023,0.29940380980078524,2
ADAMTS19,43.731308,3.9069345,0.0,0.0,0.5186781609195402,0.06877999127526538,2
ROR1,43.68724,1.2350763,0.0,0.0,0.9946120689655172,0.8173622218990839,2
EHD4,42.90363,2.9224403,0.0,0.0,0.6163793103448276,0.1563181619892395,2
ABTB2,42.767845,2.7526708,0.0,0.0,0.6702586206896551,0.2140468227424749,2
PHACTR1,42.670414,2.3785808,0.0,0.0,0.7776580459770115,0.3652755562018322,2
ITGA9,42.46977,3.339061,2.27e-322,1.62e-321,0.5556752873563219,0.10324269303475353,2
LINC01182,42.058296,3.5913365,1.650132639467e-312,1.170306836501e-311,0.5380747126436781,0.12141922349861858,2
SLC25A21,42.04527,3.700246,4.18771606371e-312,2.963006648851e-311,0.5086206896551724,0.07517812999854588,2
MARCHF3,41.684586,2.0459125,0.0,0.0,0.8462643678160919,0.455140322815181,2
GREB1L,41.51039,3.2718036,2.284843168623856e-309,1.609044484946378e-308,0.5448994252873564,0.1122582521448306,2
HDAC2-AS2,41.05707,3.0100229,1.337926274089484e-306,9.377987902496384e-306,0.586566091954023,0.1619892394939654,2
TSHZ2,40.880844,1.86129,0.0,0.0,0.9102011494252874,0.5659444525229024,2
ST3GAL6,40.48406,1.8200246,0.0,0.0,0.8854166666666666,0.532063399738258,2
MCC,40.4266,1.4062153,0.0,0.0,0.959051724137931,0.718336483931947,2
TMLHE,39.6836,2.30412,4.585390614582575e-300,3.1550852852632396e-299,0.7176724137931034,0.31016431583539333,2
SLCO3A1,39.675983,1.3820515,0.0,0.0,0.9601293103448276,0.7235713247055402,2
CREB5,39.33201,2.012486,9.200056290928828e-303,6.374172949835215e-302,0.8283045977011494,0.4645921186563909,2
PIK3R1,39.283928,1.9736594,5.310149071649264e-302,3.662171773551217e-301,0.8211206896551724,0.44597935146139306,2
ANXA3,38.967087,3.0973148,9.278620149216814e-279,6.131246794636662e-278,0.5193965517241379,0.10935000727061218,2
CNKSR3,38.32361,2.1753843,3.5782911312093683e-284,2.380238003021753e-283,0.7277298850574713,0.32063399738257964,2
CELF2,38.104,1.2127862,5.435929879383509e-296,3.706315826852393e-295,0.9798850574712644,0.7629780427511996,2
OPHN1,37.4666,2.0637908,8.066396259813004e-274,5.306839644613819e-273,0.7600574712643678,0.3888323396830013,2
GHR,37.42085,1.9446471,3.805096679930079e-276,2.5088549538000523e-275,0.8078304597701149,0.4496146575541661,2
FRMD5,37.200897,1.9815311,8.531362029447528e-274,5.600456474473214e-273,0.8178879310344828,0.46430129416896904,2
TIMP3,37.165283,2.10047,6.636036875976209e-271,4.26297872118386e-270,0.7431752873563219,0.3297949687363676,2
SYNPO2,36.41626,2.0387459,5.732571690273684e-261,3.567990678593579e-260,0.7557471264367817,0.37967136832921333,2
TNIK,35.677258,1.0875697,5.703742006819077e-262,3.579754397585195e-261,0.9813218390804598,0.7887160098880326,2
EFCAB13,35.18126,2.2833555,3.9403986205209167e-240,2.3454753693576885e-239,0.6203304597701149,0.2351315980805584,2
ADAMTS6,34.561493,1.9319311,1.0553817846073562e-237,6.244862630812758e-237,0.7798132183908046,0.45426784935291553,2
SAMD4A,34.380722,1.1641238,4.059688389474945e-244,2.426108599287816e-243,0.9647988505747126,0.7557074305656536,2
FOXO1,34.28232,1.4776723,1.4357862529478163e-239,8.529423284838513e-239,0.9005028735632183,0.625272647956958,2
NSD2,34.20009,1.873391,2.2285365031968797e-233,1.2956607576726046e-232,0.7413793103448276,0.36774756434491784,2
SEMA5A,33.70991,1.1954237,5.62726895780468e-235,3.290800560119696e-234,0.9579741379310345,0.7443652755562018,2
RARB,33.43814,2.1360686,8.801800404700144e-221,5.010512564345433e-220,0.6350574712643678,0.2588337938054384,2
SLC44A5,33.190254,2.5202653,6.357895714561233e-215,3.5585237208365106e-214,0.5272988505747126,0.14802966409771703,2
GLCCI1,32.706127,2.0799074,7.269408199738606e-212,4.031095120002924e-211,0.6300287356321839,0.26814017740293733,2
PDZRN3,32.608356,1.3760194,3.9067536138487126e-219,2.2030565491628078e-218,0.915948275862069,0.6667151374145703,2
FRY,31.73547,1.4808115,1.814532595784932e-207,9.969959317499627e-207,0.8674568965517241,0.5470408608404828,2
LMBR1,31.553904,1.6577406,2.2267348193973312e-202,1.2058130790960277e-201,0.7665229885057471,0.4243129271484659,2
ROR2,31.491074,1.5437311,6.015709206125985e-203,3.263495048531276e-202,0.8376436781609196,0.5359895303184529,2
NUAK1,31.479404,1.9677114,1.8365382065006653e-198,9.838597534824992e-198,0.6400862068965517,0.28122727933692016,2
PDE1C,29.473223,1.4863191,7.654166167641588e-180,3.952237263842473e-179,0.8322557471264368,0.5167951141486113,2
INSR,29.358511,1.4906079,7.580339238372156e-178,3.8873534555754643e-177,0.7898706896551724,0.4640104696815472,2
ETV1,29.080276,1.832064,6.843140367983559e-172,3.46195971398831e-171,0.6289511494252874,0.2915515486403955,2
SLC38A1,28.634281,1.4781139,1.5173501428342003e-169,7.624875089619097e-169,0.7805316091954023,0.46502835538752363,2
RNF19A,28.131268,1.2924377,4.1023015245235073e-165,2.02416193644252e-164,0.8491379310344828,0.5624545586738403,2
THSD4,28.10725,1.2280709,9.41205006983511e-166,4.65175456499264e-165,0.9044540229885057,0.6553729824051185,2
DGKI,27.064205,1.3767627,3.036798887736636e-153,1.4507001056066732e-152,0.8250718390804598,0.535698705831031,2
TNFRSF19,26.53803,1.7150874,4.540566245780425e-145,2.1118912771071744e-144,0.5941091954022989,0.28617129562309146,2
EYA4,26.253117,1.797584,1.0144438770064637e-141,4.653412279846164e-141,0.5707614942528736,0.2802093936309437,2
KALRN,26.24629,1.393792,1.7908199551926602e-144,8.290833125891945e-144,0.7747844827586207,0.4445252290242838,2
PLCE1,25.882215,1.7467976,3.356540793999971e-138,1.5187967393665027e-137,0.5520833333333334,0.25127235713247054,2
PAG1,25.88135,1.3985395,2.67793161746825e-140,1.222799825327968e-139,0.7532327586206896,0.44597935146139306,2
FBXO32,25.71445,1.7198347,1.1173828412468204e-136,5.033256041652344e-136,0.5614224137931034,0.25752508361204013,2
COBLL1,25.453615,1.7822374,7.806063236664535e-134,3.4900431758559767e-133,0.5136494252873564,0.21215646357423296,2
PLCXD3,25.03871,1.5729554,5.19119108341144e-131,2.3003800960464285e-130,0.6745689655172413,0.3860695070524938,2
VLDLR-AS1,24.762302,1.6367801,1.3729549989341356e-127,6.004176380178436e-127,0.5671695402298851,0.2727933692016868,2
SOX5,23.923439,1.213527,1.9235982155007099e-121,8.17393009419565e-121,0.8290229885057471,0.5807765013814163,2
MICAL2,23.429085,1.1175224,4.816113320595411e-117,2.0179245756684683e-116,0.8426724137931034,0.5691435218845426,2
HSPG2,22.046358,1.1142529,7.08128139095738e-104,2.806320234197112e-103,0.7776580459770115,0.5092336774756434,2
MTSS1,22.02838,1.1622385,9.271409406742993e-104,3.6694232480513166e-103,0.7747844827586207,0.49949105714701175,2
KAZN,21.4242,1.1723133,3.7759143642336574e-98,1.471135466584542e-97,0.7435344827586207,0.497309873491348,2
CDC14A,20.681063,1.3496482,2.575095179145556e-91,9.803661849538919e-91,0.5470545977011494,0.2771557365130144,2
PLEKHG1,20.20266,1.3682806,2.6520224631811785e-87,1.0020236006981783e-86,0.521551724137931,0.26624981823469535,2
SPAG16,20.01676,1.2121849,5.8165663355114275e-86,2.1866790735005366e-85,0.6232040229885057,0.3795259560855024,2
SMAD6,18.087381,1.1358916,5.0769096078207805e-71,1.8003225559648158e-70,0.5757902298850575,0.3305220299549222,2
KLHL4,17.763279,1.2239269,1.7804862939507553e-68,6.225476552275369e-68,0.5050287356321839,0.2820997527991857,2
ZNF75D,16.307966,1.0135176,2.3575545062700194e-58,7.902417339452578e-58,0.5797413793103449,0.3748727642867529,2
EFNA5,16.01115,1.0247654,2.3290448916260455e-56,7.678169972393556e-56,0.5833333333333334,0.3837429111531191,2
XRCC4,15.58292,1.0067903,1.6704284390155547e-53,5.405917278367491e-53,0.5520833333333334,0.3661480296640977,2
ADGRL4,95.43823,4.601364,0.0,0.0,0.9930555555555556,0.3235890323268964,3
DOCK4,93.73132,2.7125282,0.0,0.0,1.0,0.7332764323055585,3
MECOM,88.7831,2.9216635,0.0,0.0,1.0,0.5903126000213379,3
RAPGEF5,75.28097,6.4511533,2.937153157557754e-204,2.0491766215519214e-202,0.96875,0.11618478608769871,3
ELMO1,74.33448,5.2660923,1.3688266333721564e-218,1.1732799714618483e-216,0.9756944444444444,0.21817987837405314,3
PECAM1,71.13706,6.2123404,4.0759673513914e-197,2.547479594619625e-195,0.9652777777777778,0.10989010989010989,3
ADGRF5,68.27892,7.2412496,2.0429294368327988e-185,1.0752260193856836e-183,0.9583333333333334,0.05846580603862157,3
ERG,67.95931,7.0299335,2.0029463592758582e-185,1.0730069781834955e-183,0.9583333333333334,0.06444041395497706,3
PLEKHG1,63.629684,4.6199,1.3861332494786345e-196,8.316799496871807e-195,0.9722222222222222,0.32038834951456313,3
ARHGEF28,62.674873,4.559697,4.100598202804028e-199,2.617403108172784e-197,0.9722222222222222,0.31334684732742984,3
VWF,61.909824,8.335111,6.712776654636695e-170,2.7586753375219297e-168,0.9444444444444444,0.030726554998399658,3
CSGALNACT1,61.085873,4.0998087,1.3158353788470732e-203,8.9716048557755e-202,0.9756944444444444,0.3472740851381628,3
ANGPT2,60.147247,4.891449,9.182752487883371e-184,4.5913762439416855e-182,0.9652777777777778,0.2700309399338526,3
PLXNA2,59.329845,3.8150516,2.1561621573065944e-200,1.4061927112869094e-198,0.9791666666666666,0.41352821935346207,3
CDK17,57.0021,2.8236074,3.4678380292175345e-215,2.8898650243479455e-213,0.9895833333333334,0.6191187453323376,3
FRMD4A,56.485928,2.548157,3.819046058837492e-246,4.406591606350952e-244,0.9930555555555556,0.6071695294996265,3
MSR1,55.442364,4.775816,5.567742880484266e-172,2.3861755202075426e-170,0.9583333333333334,0.26490984743411927,3
PLCB1,55.066986,2.4345229,4.685949303562644e-238,4.685949303562643e-236,0.9930555555555556,0.6767310359543369,3
GALNT18,53.114166,5.392155,9.9296442616943e-159,3.58902804639553e-157,0.9444444444444444,0.1700629467619759,3
DOCK9,53.067562,3.5056055,5.043530496458277e-180,2.3641549202148173e-178,0.9756944444444444,0.4627120452363171,3
GMDS,51.601257,3.0255513,5.721774777378643e-186,3.178763765210357e-184,0.9826388888888888,0.569721540595327,3
SMAD1,50.768867,4.278878,1.2640589640855663e-159,4.6816998669835795e-158,0.9548611111111112,0.3254027525872186,3
MAST4,49.786922,2.1799026,1.743557819938059e-212,1.3411983230292761e-210,0.9930555555555556,0.7112984103275365,3
ITPKB,48.983955,5.772497,4.960576025434305e-146,1.6001858146562274e-144,0.9270833333333334,0.12066574202496533,3
AFAP1L1,48.63576,4.841198,8.48430430038028e-149,2.8281014334600936e-147,0.9375,0.23631708097727516,3
EMCN,48.32613,8.192149,8.843392294671979e-141,2.6267501865362314e-139,0.9097222222222222,0.022404779686333084,3
PTPRE,47.902744,4.0238104,5.190493864283154e-155,1.853747808672555e-153,0.9548611111111112,0.3404459618051851,3
APBB2,46.366417,1.6578902,1.096311304871063e-240,1.174619255218996e-238,0.9965277777777778,0.755467833137736,3
MYO1D,46.299404,2.1970003,5.08281178775857e-185,2.629040579875122e-183,0.9895833333333334,0.6971087165261922,3
OSBPL10,45.94453,3.3365219,1.221512239578667e-154,4.311219669101178e-153,0.9652777777777778,0.44286781179985063,3
