"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"STC2",9.87146848776905e-251,1.11375596249837,0.675,0.32,3.81097912438812e-246,"2","STC2"
"LIMA1",4.18931302941281e-242,1.01212680513469,0.81,0.571,1.61732618813511e-237,"2","LIMA1"
"VEGFC",3.68265868013924e-235,1.41254406974349,0.642,0.344,1.42172721005455e-230,"2","VEGFC"
"ENSG00000286458",9.81952869916641e-235,1.5120139428938,0.685,0.457,3.79092724960018e-230,"2","ENSG00000286458"
"GNA14",1.07267381181612e-225,1.5146542178788,0.528,0.232,4.14116451789731e-221,"2","GNA14"
"SASH1",2.46386431641557e-223,1.08089114586316,0.873,0.704,9.51199457995397e-219,"2","SASH1"
"ADAMTS1",6.0086401081228e-221,1.15483986287304,0.642,0.33,2.31969560014189e-216,"2","ADAMTS1"
"ATP8B1",1.11761038381763e-213,1.27612310654434,0.706,0.44,4.31464664776635e-209,"2","ATP8B1"
"ROR1",1.28539603023966e-205,1.06439748893269,0.888,0.792,4.96239991434324e-201,"2","ROR1"
"DAPK1",3.74429974483267e-201,1.35165203392801,0.694,0.486,1.4455243594901e-196,"2","DAPK1"
"COL8A1",4.54846542050169e-195,1.04289931207292,0.736,0.448,1.75598056023888e-190,"2","COL8A1"
"CCNYL1",7.75182349931681e-193,1.54066544432941,0.504,0.242,2.99266898014625e-188,"2","CCNYL1"
"TSC22D1",2.92773148685152e-188,1.03300050996606,0.796,0.653,1.1302800178139e-183,"2","TSC22D1"
"PAMR1",8.81247088140676e-183,1.1126429656721,0.586,0.297,3.40214250847589e-178,"2","PAMR1"
"INHBA",6.11809586011962e-180,1.15127755525645,0.573,0.297,2.36195208775778e-175,"2","INHBA"
"CTIF",1.59889186863665e-172,1.05017004465331,0.712,0.553,6.17268194805865e-168,"2","CTIF"
"GPR176",1.49879261958658e-170,1.06148777375659,0.575,0.295,5.78623878717594e-166,"2","GPR176"
"VEPH1",1.5740917676133e-167,1.31764542989313,0.533,0.279,6.0769386780479e-163,"2","VEPH1"
"MTHFD1L",9.39818035011689e-164,1.01595987868065,0.731,0.546,3.62826150596613e-159,"2","MTHFD1L"
"PAWR",4.50316690777482e-153,1.15428605236631,0.619,0.411,1.73849261641555e-148,"2","PAWR"
"CYTOR",4.91870120709455e-149,1.06603439209865,0.605,0.362,1.89891378801092e-144,"2","CYTOR"
"RRAS2",1.06281523645721e-145,1.02894603702991,0.631,0.404,4.1031045018667e-141,"2","RRAS2"
"KCNT2",1.0369536267131e-141,1.2487750655579,0.613,0.379,4.00326317128859e-137,"2","KCNT2"
"LATS2",6.31811499376892e-139,1.06428711347722,0.643,0.457,2.43917147449443e-134,"2","LATS2"
"FHL1",6.78843247578396e-135,1.26316811490199,0.522,0.307,2.62074224160116e-130,"2","FHL1"
"ADARB1",1.5142676874186e-128,1.3034773223867,0.563,0.382,5.84598183404824e-124,"2","ADARB1"
"PDE5A",5.30824381939906e-88,1.09218059642291,0.524,0.352,2.0493006089172e-83,"2","PDE5A"
"TGFBR1",8.00228486183669e-86,1.05616719034573,0.513,0.35,3.08936209376067e-81,"2","TGFBR1"
"PTX3",0,1.97871312768287,0.78,0.456,0,"3","PTX3"
"VIM",0,1.7597128376603,0.901,0.727,0,"3","VIM"
"COL1A1",0,1.15683359190946,0.965,0.86,0,"3","COL1A1"
"EEF1A1",0,1.67139612249118,0.906,0.806,0,"3","EEF1A1"
"CCDC801",5.90783202489579e-315,1.64875094517223,0.872,0.638,2.28077763153127e-310,"3","CCDC80"
"CCN2",9.56123284894438e-303,1.8607634627751,0.804,0.52,3.69120955366347e-298,"3","CCN2"
"ACTB",6.14173903754664e-294,1.67232673577921,0.864,0.734,2.37107977283526e-289,"3","ACTB"
"RPLP1",1.55555607381335e-289,1.75744964531944,0.836,0.614,6.00537977856381e-285,"3","RPLP1"
"CD63",2.54793803296254e-272,1.71569812095104,0.814,0.594,9.83656957005517e-268,"3","CD63"
"S100A6",1.21103483790318e-264,1.83378765792208,0.731,0.428,4.67532109520903e-260,"3","S100A6"
"SPARC",3.73862082745063e-259,1.52026792732066,0.84,0.655,1.44333195664559e-254,"3","SPARC"
"ITGB1",2.18981544514066e-251,1.37203367142407,0.89,0.85,8.45400150751004e-247,"3","ITGB1"
"ACTG1",1.99596445444095e-231,1.6631874810551,0.794,0.661,7.70562037281472e-227,"3","ACTG1"
"TAGLN",2.02649940158566e-221,1.79834079889083,0.699,0.435,7.82350358976161e-217,"3","TAGLN"
"B2M",2.60321389091101e-219,1.67744600679674,0.751,0.551,1.0049967547251e-214,"3","B2M"
"THBS11",2.59989668044844e-181,1.50966206103192,0.732,0.522,1.00371611245392e-176,"3","THBS1"
"TMSB4X",1.25386349882808e-178,1.5714670028624,0.698,0.496,4.8406654235757e-174,"3","TMSB4X"
"HSPA5",3.27745786384991e-176,1.85349581266024,0.638,0.421,1.2652953829179e-171,"3","HSPA5"
"AHNAK",7.6246397971796e-176,1.78295581275095,0.682,0.508,2.94356844009916e-171,"3","AHNAK"
"HSP90AB1",4.94180154546938e-167,1.65091996534946,0.679,0.504,1.90783190464391e-162,"3","HSP90AB1"
"CALR",3.02369155775032e-165,1.90960613734693,0.588,0.357,1.16732636278509e-160,"3","CALR"
"HSP90B1",6.12250265074784e-164,1.60403688917157,0.699,0.555,2.36365337334771e-159,"3","HSP90B1"
"SERPINE2",1.92365842208742e-163,1.21519044840857,0.77,0.589,7.42647570431068e-159,"3","SERPINE2"
"MYL6",7.56754556056316e-163,1.57221360105376,0.708,0.59,2.92152663911101e-158,"3","MYL6"
"FTH1",6.75247979598894e-160,1.31960238494335,0.754,0.622,2.60686235003949e-155,"3","FTH1"
"FBN1",3.56046540784377e-153,1.05673108374961,0.828,0.674,1.37455327535217e-148,"3","FBN1"
"TPT1",1.72796519022318e-150,1.57270689167152,0.676,0.528,6.67098241337559e-146,"3","TPT1"
"STC21",3.46972078264091e-147,1.57087854268289,0.595,0.357,1.33952040534635e-142,"3","STC2"
"RPL41",5.04826749288021e-147,1.53613269613484,0.667,0.515,1.94893414830133e-142,"3","RPL41"
"RPS8",1.25754990393651e-145,1.55515575658151,0.677,0.533,4.85489715913731e-141,"3","RPS8"
"DCN",3.4029019986872e-145,1.28877169237253,0.714,0.55,1.31372434561318e-140,"3","DCN"
"ANXA5",1.04072414292735e-144,1.41988551098152,0.701,0.575,4.01781962618533e-140,"3","ANXA5"
"FST",3.94129248746097e-138,1.54212249073786,0.548,0.302,1.52157537770918e-133,"3","FST"
"RPL13A",5.43210700202073e-134,1.61366470492314,0.612,0.438,2.09711922920012e-129,"3","RPL13A"
"CCN1",1.38703302313413e-133,1.35606147516707,0.638,0.427,5.35477968911163e-129,"3","CCN1"
"IGFBP5",2.28084271301796e-133,1.82562057440622,0.536,0.322,8.80542137787713e-129,"3","IGFBP5"
"HSP90AA1",1.814361832802e-127,1.48677418629377,0.65,0.517,7.00452529171541e-123,"3","HSP90AA1"
"MYH9",8.49206568723297e-127,1.08725075438118,0.785,0.742,3.27844687921316e-122,"3","MYH9"
"RPS28",1.17832233309246e-122,1.59636562495927,0.588,0.42,4.54903119913677e-118,"3","RPS28"
"IGFBP4",2.31057796686733e-121,1.390977039675,0.634,0.474,8.92021729888801e-117,"3","IGFBP4"
"HIF1A",3.28139422757467e-121,1.03175564765748,0.806,0.789,1.26681505549748e-116,"3","HIF1A"
"FSTL1",6.87541837833672e-120,1.34531467961167,0.686,0.565,2.65432401914067e-115,"3","FSTL1"
"RPS2",2.18970860324679e-119,1.61746295904768,0.596,0.442,8.45358903369457e-115,"3","RPS2"
"PDIA3",2.40541516237435e-117,1.59765274875749,0.602,0.451,9.28634577586241e-113,"3","PDIA3"
"GAPDH",2.03138057463015e-115,1.62418620395523,0.602,0.469,7.84234784641716e-111,"3","GAPDH"
"FLNA",9.79603597370571e-114,1.55934804291048,0.614,0.493,3.78185764800882e-109,"3","FLNA"
"CAVIN1",5.92322277957347e-113,1.81299880641068,0.539,0.371,2.28671938628213e-108,"3","CAVIN1"
"RPL3",4.21171154130268e-112,1.83900337837213,0.517,0.338,1.62597335763531e-107,"3","RPL3"
"THBS2",2.37194930348199e-111,1.08860546956647,0.703,0.542,9.15714748102255e-107,"3","THBS2"
"PSAP",2.1293706524412e-110,1.50274717578223,0.623,0.512,8.22064834081451e-106,"3","PSAP"
"ACTA2",1.61511390097269e-105,1.35475506978557,0.584,0.404,6.23530872609516e-101,"3","ACTA2"
"PDIA6",2.81844429310774e-105,1.78035170351532,0.523,0.357,1.08808860379718e-100,"3","PDIA6"
"TPM2",2.08022331903238e-104,1.32329370301067,0.659,0.581,8.03091014545642e-100,"3","TPM2"
"ADAMTS11",8.0939397825203e-103,1.45777295469938,0.55,0.364,3.12474639243979e-98,"3","ADAMTS1"
"RPS27A",2.4190732725804e-102,1.68324902293524,0.504,0.33,9.33907427612389e-98,"3","RPS27A"
"RPS6",5.60405455493417e-102,1.67452741328101,0.531,0.37,2.16350130147788e-97,"3","RPS6"
"RPS3",2.02899611924028e-101,1.68164375167628,0.525,0.365,7.83314241793901e-97,"3","RPS3"
"RPL7A",4.40217802305634e-101,1.58447524856956,0.555,0.411,1.69950484758113e-96,"3","RPL7A"
"RPL37A",7.44291695411424e-99,1.52204943986229,0.57,0.435,2.87341251930534e-94,"3","RPL37A"
"TUBB",2.32578718137578e-97,1.6036600203099,0.558,0.425,8.97893399241933e-93,"3","TUBB"
"SCD",3.40357614321572e-97,1.49173987405832,0.532,0.364,1.31398460584986e-92,"3","SCD"
"TXNRD1",3.56567261515135e-96,1.17385830629603,0.68,0.579,1.37656356980533e-91,"3","TXNRD1"
"CANX",6.98695678647675e-95,1.63094926020527,0.556,0.436,2.69738453698721e-90,"3","CANX"
"RPS12",1.66435737432136e-92,1.64316444017979,0.518,0.372,6.42541807930503e-88,"3","RPS12"
"TLN1",3.99521774220747e-92,1.53626958986739,0.589,0.502,1.54239376155662e-87,"3","TLN1"
"NCL",2.26920802478538e-91,1.46192807125055,0.617,0.543,8.76050450048643e-87,"3","NCL"
"TPM4",2.09467482121012e-90,1.29764605261593,0.646,0.572,8.0867016147638e-86,"3","TPM4"
"PPIB",2.89201969691836e-89,1.68624386927395,0.503,0.359,1.1164931241923e-84,"3","PPIB"
"RPLP0",1.73447698453149e-86,1.53963892954482,0.533,0.403,6.69612184648228e-82,"3","RPLP0"
"RPL34",5.77162889255996e-86,1.59926223290435,0.521,0.383,2.2281950502617e-81,"3","RPL34"
"RPS7",2.44428403414168e-85,1.57257631152314,0.54,0.417,9.43640294220737e-81,"3","RPS7"
"MYL12A",8.51338304277413e-83,1.5548414363696,0.534,0.421,3.28667665749338e-78,"3","MYL12A"
"ITM2B",5.4939725720767e-80,1.18910155484995,0.638,0.588,2.12100305117593e-75,"3","ITM2B"
"CFH",1.08406531821142e-78,1.12503362348103,0.609,0.482,4.18514256748702e-74,"3","CFH"
"RPL13",6.81202925832493e-77,1.5907620636734,0.505,0.383,2.62985201546892e-72,"3","RPL13"
"RPS24",2.83010209890746e-74,1.39569557463805,0.574,0.508,1.09258921630421e-69,"3","RPS24"
"PTMA",7.84264258298259e-70,1.46921303842083,0.541,0.454,3.02773059558626e-65,"3","PTMA"
"RPL5",1.16640741357368e-68,1.45935709904049,0.563,0.507,4.50303246084254e-64,"3","RPL5"
"RPL6",2.37712429268399e-68,1.50295113080362,0.529,0.441,9.17712604433582e-64,"3","RPL6"
"RPL37",1.92476103394702e-67,1.43268996560847,0.512,0.41,7.43073244765588e-63,"3","RPL37"
"CD59",5.32887630956588e-65,1.42974440081492,0.511,0.417,2.05726598807101e-60,"3","CD59"
"ANXA2",3.16661480037101e-63,1.08730954291149,0.627,0.605,1.22250330983123e-58,"3","ANXA2"
"RPL10",5.88650656900709e-63,1.35310853627788,0.528,0.451,2.27254472603088e-58,"3","RPL10"
"CALU",1.85526990480616e-61,1.13809093973584,0.616,0.603,7.16245499449465e-57,"3","CALU"
"PRSS23",1.04448874516758e-58,1.17302119769239,0.51,0.391,4.03235324959397e-54,"3","PRSS23"
"DYNC1H1",1.38559945966402e-57,1.02312657871748,0.643,0.654,5.34924527397893e-53,"3","DYNC1H1"
"RPL11",2.73837377756854e-53,1.29273317460147,0.539,0.495,1.05717658056811e-48,"3","RPL11"
"CALM2",2.41505087125872e-52,1.26557396880473,0.535,0.487,9.3235453935814e-48,"3","CALM2"
"PABPC1",3.51420710472644e-37,1.07782093663805,0.546,0.554,1.35669479485069e-32,"3","PABPC1"
"BRIP1",0,3.89716540295966,0.697,0.067,0,"4","BRIP1"
"MIR924HG",0,4.2432624993134,0.7,0.082,0,"4","MIR924HG"
"POLQ",0,4.24795105690025,0.643,0.031,0,"4","POLQ"
"ANLN",0,3.19240866518324,0.687,0.084,0,"4","ANLN"
"CEP128",0,2.8280902501524,0.709,0.129,0,"4","CEP128"
"ATAD2",0,2.57498531075697,0.746,0.173,0,"4","ATAD2"
"DIAPH3",0,2.75875379157235,0.901,0.34,0,"4","DIAPH3"
"ASPM",0,3.44150375056441,0.62,0.072,0,"4","ASPM"
"ENSG00000290886",0,3.77389780943223,0.609,0.061,0,"4","ENSG00000290886"
"CENPF",0,3.24114638652101,0.639,0.095,0,"4","CENPF"
"KNL1",0,3.57015873030957,0.586,0.045,0,"4","KNL1"
"MELK",0,3.12163206156207,0.596,0.059,0,"4","MELK"
"C21orf58",0,3.62916425610252,0.607,0.07,0,"4","C21orf58"
"CENPK",0,3.06031270002175,0.6,0.068,0,"4","CENPK"
"TOP2A",0,3.1077177056526,0.613,0.082,0,"4","TOP2A"
"NCAPG2",0,2.60877696027124,0.62,0.09,0,"4","NCAPG2"
"TPX2",0,3.01794955323125,0.613,0.09,0,"4","TPX2"
"FANCI",0,2.74954348202681,0.591,0.075,0,"4","FANCI"
"BRCA2",0,2.78382048156865,0.583,0.068,0,"4","BRCA2"
"CIT",0,3.92209257722755,0.544,0.034,0,"4","CIT"
"KIF20B",0,3.11580758123582,0.579,0.072,0,"4","KIF20B"
"FANCA",0,3.55113508201584,0.549,0.045,0,"4","FANCA"
"KIF18B",0,5.19366789907957,0.51,0.011,0,"4","KIF18B"
"BUB1B",0,3.85927224113208,0.516,0.028,0,"4","BUB1B"
"CENPI",0,3.38698828135457,0.524,0.043,0,"4","CENPI"
"BUB1",0,3.80976515806877,0.514,0.035,0,"4","BUB1"
"NUSAP1",0,3.58135701997566,0.524,0.046,0,"4","NUSAP1"
"DTL",0,4.21082771573451,0.501,0.023,0,"4","DTL"
"KIF4A",0,3.6969064458216,0.509,0.032,0,"4","KIF4A"
"KNTC1",0,2.40607165011798,0.56,0.084,0,"4","KNTC1"
"KIF18A",0,3.69884520586082,0.511,0.041,0,"4","KIF18A"
"CCDC150",0,2.75214309986998,0.55,0.081,0,"4","CCDC150"
"PRC1",0,2.6098130234337,0.519,0.062,0,"4","PRC1"
"LMNB1",0,2.72154011379031,0.516,0.061,0,"4","LMNB1"
"CENPE",0,3.1983956227799,0.514,0.061,0,"4","CENPE"
"CIP2A",0,2.59856380044487,0.509,0.065,0,"4","CIP2A"
"DDX11",0,2.73451689546615,0.51,0.073,0,"4","DDX11"
"EZH2",1.66881257160945e-288,2.53107952102352,0.636,0.136,6.44261781395543e-284,"4","EZH2"
"APOLD1",8.80929733028935e-287,2.92072710196963,0.617,0.133,3.40091732733151e-282,"4","APOLD1"
"HELLS",1.71089723848576e-275,2.52761450560914,0.59,0.121,6.60508987889813e-271,"4","HELLS"
"ECT2",3.44786090388385e-274,2.32649750749268,0.581,0.115,1.3310811805534e-269,"4","ECT2"
"NSD2",4.78130048469431e-265,2.18580942554736,0.839,0.318,1.84586886512108e-260,"4","NSD2"
"ATAD5",1.27917223752678e-261,2.22100369251393,0.621,0.137,4.93837234019588e-257,"4","ATAD5"
"TACC3",2.659488925538e-254,2.33112900563028,0.527,0.101,1.0267222945932e-249,"4","TACC3"
"LINC01572",3.85895026468932e-245,2.35748567490478,0.639,0.158,1.48978633918596e-240,"4","LINC01572"
"RBL1",4.97353711774931e-240,2.23904311616614,0.507,0.095,1.9200837396783e-235,"4","RBL1"
"BARD1",1.76088530956789e-237,2.22233832485263,0.673,0.182,6.7980738261178e-233,"4","BARD1"
"MMS22L",4.37517571145136e-213,2.07518785743446,0.673,0.196,1.68908033516291e-208,"4","MMS22L"
"CCDC18",1.72455078985453e-194,2.08661558104117,0.65,0.199,6.6578007793124e-190,"4","CCDC18"
"RFC3",1.85983891418287e-189,1.96997583338637,0.573,0.148,7.18009411209437e-185,"4","RFC3"
"RAD18",1.23372601156975e-185,1.85780380748148,0.616,0.175,4.76292264026617e-181,"4","RAD18"
"NCAPD3",3.85019235635027e-176,1.78212096304695,0.594,0.166,1.48640526109258e-171,"4","NCAPD3"
"ENSG00000224905",2.92146007033817e-165,1.61747726645494,0.611,0.18,1.12785887475476e-160,"4","ENSG00000224905"
"CENPJ",3.60126212319363e-163,1.51858063867362,0.509,0.124,1.39030325528013e-158,"4","CENPJ"
"SMC4",1.39041507621444e-161,1.63899354865982,0.751,0.296,5.36783644323347e-157,"4","SMC4"
"ITGB3BP",1.47001858767015e-155,1.70417493635778,0.526,0.141,5.67515375955936e-151,"4","ITGB3BP"
"RTTN",8.5447583032567e-148,1.60946668043043,0.577,0.179,3.29878939055528e-143,"4","RTTN"
"TMPO",1.21275149073119e-147,1.5180061876255,0.526,0.147,4.68194840511685e-143,"4","TMPO"
"PRIM2",6.66317855978317e-147,1.65332847605361,0.781,0.354,2.57238671478989e-142,"4","PRIM2"
"GEN1",2.76704012990146e-139,1.54913004634199,0.57,0.18,1.06824351254976e-134,"4","GEN1"
"ADAMTSL1",3.85730122309784e-137,1.63741759252789,0.631,0.22,1.48914971018915e-132,"4","ADAMTSL1"
"KCNQ51",4.50627161454096e-131,1.3298179514866,0.804,0.37,1.73969121950968e-126,"4","KCNQ5"
"ENSG000002911331",1.08485471153653e-122,1.64751450448213,0.589,0.212,4.18819009935794e-118,"4","ENSG00000291133"
"POLA1",9.7976555002376e-122,1.71460185158024,0.703,0.326,3.78248288242173e-117,"4","POLA1"
"SLF1",3.93852107773926e-117,1.4951822777477,0.549,0.189,1.52050544727202e-112,"4","SLF1"
"G2E3",4.63094320486726e-112,1.64534538360843,0.573,0.217,1.78782193367105e-107,"4","G2E3"
"NASP",4.83978929717276e-112,1.21627129064909,0.671,0.271,1.86844905606652e-107,"4","NASP"
"CSE1L",8.46811462524285e-112,1.19146249015515,0.51,0.162,3.26920033222125e-107,"4","CSE1L"
"GSTCD",5.33177938716788e-111,1.28715419592907,0.533,0.178,2.05838675021003e-106,"4","GSTCD"
"WNT5B1",4.85644432928622e-108,1.31809532658188,0.6,0.221,1.87487889776424e-103,"4","WNT5B"
"DNMT1",1.96020537451344e-105,1.07426964651853,0.614,0.231,7.5675688688466e-101,"4","DNMT1"
"ALCAM",1.1486008417157e-96,1.24620346736859,0.781,0.4,4.43428840952763e-92,"4","ALCAM"
"MIS18BP1",5.19573807750627e-95,1.07680133208207,0.693,0.302,2.00586664220207e-90,"4","MIS18BP1"
"CNTRL",3.49043477314126e-94,1.18747220107147,0.527,0.189,1.34751724851891e-89,"4","CNTRL"
"MYO19",3.0836729393743e-93,1.21917986768074,0.55,0.209,1.19048277497484e-88,"4","MYO19"
"CEP192",6.65441542517718e-93,1.06304576647622,0.741,0.37,2.5690036190439e-88,"4","CEP192"
"TOPBP1",1.91899716613927e-88,1.01732938459885,0.516,0.185,7.40848045959727e-84,"4","TOPBP1"
"MPHOSPH9",5.53827461047117e-86,1.11882138247528,0.594,0.251,2.1381062961185e-81,"4","MPHOSPH9"
"CKAP5",6.7969443436652e-86,1.12748388798705,0.684,0.336,2.62402833331539e-81,"4","CKAP5"
"ZNF718",1.1554368003647e-85,1.12740058560952,0.501,0.184,4.46067931148794e-81,"4","ZNF718"
"CDK5RAP2",5.17146420962578e-83,1.01280015315846,0.691,0.331,1.99649547276813e-78,"4","CDK5RAP2"
"FANCL",2.35924940141243e-80,1.07755502463219,0.556,0.229,9.10811823909283e-76,"4","FANCL"
"USP37",5.88740329081237e-76,1.09969657130503,0.536,0.22,2.27289091445102e-71,"4","USP37"
"ZRANB3",2.21832114370093e-75,1.03434943540646,0.654,0.321,8.56405060737181e-71,"4","ZRANB3"
"NLGN11",3.12387827450139e-74,1.03812035701439,0.854,0.538,1.20600444665401e-69,"4","NLGN1"
"SCLT1",3.00749600302488e-73,1.09889202606086,0.79,0.472,1.16107390692779e-68,"4","SCLT1"
"SDK11",3.68151994514159e-73,1.31918251265096,0.597,0.295,1.42128759002136e-68,"4","SDK1"
"PLCE1",1.0888992555081e-70,1.05032870357588,0.529,0.225,4.20380446581457e-66,"4","PLCE1"
"IGF2BP3",1.7565108790362e-68,1.18892754054532,0.606,0.291,6.78118589960717e-64,"4","IGF2BP3"
"USP131",5.38465188774858e-67,1.03653201034191,0.566,0.26,2.07879870778422e-62,"4","USP13"
"LCORL",4.41221708824218e-61,1.0606237190796,0.734,0.444,1.70338052908678e-56,"4","LCORL"
"EPB41L31",1.79768965515533e-60,1.22251530142052,0.627,0.351,6.94016068269268e-56,"4","EPB41L3"
"KIAA0586",8.54075911049554e-59,1.00802143621531,0.533,0.253,3.29724546219791e-54,"4","KIAA0586"
"GFOD1",2.23840724781152e-56,1.0601346450772,0.501,0.228,8.64159502090116e-52,"4","GFOD1"
"ST71",1.71072915981031e-50,1.00684569543796,0.574,0.303,6.60444099436368e-46,"4","ST7"
"HMGA2",6.78076555023685e-50,1.42594831577952,0.771,0.542,2.61778234832444e-45,"4","HMGA2"
