"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AKAP13",0,1.07312085550085,0.996,0.835,0,"0","AKAP13"
"PDLIM5",0,1.14539733490698,0.996,0.84,0,"0","PDLIM5"
"SLC8A1",0,1.48098279565577,0.998,0.872,0,"0","SLC8A1"
"DMD",0,1.67926306888269,0.996,0.892,0,"0","DMD"
"NEAT1",0,1.65986909240196,0.997,0.959,0,"0","NEAT1"
"RYR2",0,2.56391946999193,1,0.981,0,"0","RYR2"
"TTN",0,3.50884943104634,1,0.99,0,"0","TTN"
"PCDH7",1.25591487172845e-320,1.14491060888933,0.905,0.501,4.84858495379485e-316,"0","PCDH7"
"TALAM1",3.30130629305869e-213,1.00834949857417,0.993,0.904,1.27450230749824e-208,"0","TALAM1"
"ST6GALNAC3",0,5.96849702629833,0.893,0.095,0,"1","ST6GALNAC3"
"ANO2",0,6.56182036727841,0.85,0.053,0,"1","ANO2"
"VWF",0,6.68303776921098,0.832,0.056,0,"1","VWF"
"LDB2",0,5.55955491739469,0.948,0.198,0,"1","LDB2"
"FLT1",0,5.59144959356929,0.878,0.155,0,"1","FLT1"
"PLEKHG1",0,6.06199758466263,0.805,0.1,0,"1","PLEKHG1"
"MECOM",0,4.63159788984562,0.836,0.161,0,"1","MECOM"
"RASGRF2",0,5.53569306307491,0.698,0.051,0,"1","RASGRF2"
"BTNL9",0,6.05911807845167,0.665,0.038,0,"1","BTNL9"
"EMCN",0,5.76694423544215,0.675,0.052,0,"1","EMCN"
"PITPNC1",0,4.91809652997383,0.868,0.247,0,"1","PITPNC1"
"PTPRB",0,5.84969054391398,0.657,0.043,0,"1","PTPRB"
"SHANK3",0,5.8933172926105,0.683,0.08,0,"1","SHANK3"
"PLCB1",0,3.5299766869018,0.839,0.237,0,"1","PLCB1"
"ADGRL4",0,5.5259904143166,0.618,0.034,0,"1","ADGRL4"
"NEDD9",0,4.71539784904398,0.67,0.098,0,"1","NEDD9"
"ELMO1",0,2.66609699506837,0.78,0.22,0,"1","ELMO1"
"F8",0,6.07230921956149,0.643,0.087,0,"1","F8"
"FLI1",0,3.72245371641557,0.693,0.137,0,"1","FLI1"
"MCF2L",0,6.47678504906859,0.731,0.176,0,"1","MCF2L"
"EGFL7",0,5.69787993085449,0.542,0.019,0,"1","EGFL7"
"ADGRF5",0,4.61398828026426,0.593,0.07,0,"1","ADGRF5"
"PECAM1",0,4.75769494470897,0.566,0.052,0,"1","PECAM1"
"XAF1",0,4.27363555765072,0.593,0.084,0,"1","XAF1"
"RAPGEF5",0,3.74173121520776,0.641,0.134,0,"1","RAPGEF5"
"PRKCH",0,3.89453877489356,0.673,0.169,0,"1","PRKCH"
"ERG",0,5.78670229373224,0.521,0.022,0,"1","ERG"
"PLXDC2",0,2.12262561876908,0.824,0.329,0,"1","PLXDC2"
"ITGA1",0,3.51795855361929,0.684,0.197,0,"1","ITGA1"
"SEC14L1",0,4.810668959194,0.673,0.188,0,"1","SEC14L1"
"TEK",0,5.97674906736071,0.505,0.024,0,"1","TEK"
"GNAQ",0,2.29818314692805,0.657,0.212,0,"1","GNAQ"
"CCDC85A",0,5.05342300307182,0.593,0.15,0,"1","CCDC85A"
"PREX2",0,2.34806855430567,0.639,0.199,0,"1","PREX2"
"PLXNA2",0,4.48144883782663,0.654,0.227,0,"1","PLXNA2"
"TCF4",0,2.70146192073453,0.889,0.471,0,"1","TCF4"
"PIK3R3",0,5.2098264554975,0.788,0.385,0,"1","PIK3R3"
"MGLL",0,4.42357727381533,0.655,0.292,0,"1","MGLL"
"RAPGEF1",0,4.5895941664403,0.815,0.47,0,"1","RAPGEF1"
"CADPS2",0,3.32985125658671,0.725,0.406,0,"1","CADPS2"
"EPAS1",0,3.24498599253507,0.721,0.405,0,"1","EPAS1"
"TACC1",0,3.37751088101286,0.792,0.483,0,"1","TACC1"
"GALNT18",0,4.2941831695611,0.731,0.456,0,"1","GALNT18"
"LRMDA",0,2.42271205419893,0.86,0.622,0,"1","LRMDA"
"KIAA1217",0,2.99158319876327,0.822,0.653,0,"1","KIAA1217"
"SYNE2",0,3.07086483647578,0.804,0.636,0,"1","SYNE2"
"PTPRM",0,2.54078709253249,0.974,0.854,0,"1","PTPRM"
"SYNE1",0,3.91671237594094,0.855,0.758,0,"1","SYNE1"
"UTRN",0,1.98150654319731,0.882,0.803,0,"1","UTRN"
"GRB10",3.82406809881125e-321,3.86454913401756,0.683,0.391,1.47631973022707e-316,"1","GRB10"
"ABLIM3",7.03915393588427e-315,4.33490459051416,0.671,0.396,2.71753576848748e-310,"1","ABLIM3"
"SPTBN1",9.58823465282194e-311,1.84914433130492,0.89,0.837,3.70163387006844e-306,"1","SPTBN1"
"RFTN1",5.40021763918772e-310,3.08484764251664,0.624,0.261,2.08480802178481e-305,"1","RFTN1"
"ITGA6",4.55367287083984e-305,4.74792309888095,0.548,0.21,1.75799094851643e-300,"1","ITGA6"
"AFDN",3.64816408733482e-279,3.09618370129649,0.722,0.569,1.40841022755648e-274,"1","AFDN"
"DOCK1",3.62305041461206e-278,2.5209754324794,0.728,0.504,1.39871484306513e-273,"1","DOCK1"
"DOCK9",6.30553108925858e-275,3.29760749967091,0.657,0.379,2.43431333231917e-270,"1","DOCK9"
"TBCD",4.71235297913214e-267,4.20148564724261,0.625,0.367,1.81925099112375e-262,"1","TBCD"
"SASH1",1.80574768644652e-245,2.24893640640344,0.721,0.481,6.97126951829543e-241,"1","SASH1"
"DOCK4",8.84376601993869e-243,2.27980206402681,0.758,0.656,3.41422430965753e-238,"1","DOCK4"
"ARHGAP31",1.5014863180936e-202,2.6512464890297,0.671,0.546,5.79663807963214e-198,"1","ARHGAP31"
"EVA1C",6.77301004539615e-202,3.15775915552479,0.626,0.444,2.61478825812564e-197,"1","EVA1C"
"FRYL",1.63648330560361e-196,2.21591913108442,0.722,0.67,6.31780744961328e-192,"1","FRYL"
"FOXN3",2.17872564264892e-196,1.97284597003684,0.783,0.773,8.41118821601043e-192,"1","FOXN3"
"ASAP1",1.27952205999556e-195,1.70241421898502,0.79,0.763,4.93972286481887e-191,"1","ASAP1"
"ARL15",3.54930679239275e-191,2.52102825747958,0.798,0.775,1.37024538027114e-186,"1","ARL15"
"EPB41L2",3.65731458888494e-191,1.93706801564741,0.585,0.274,1.41194287018492e-186,"1","EPB41L2"
"ADAMTS9",6.80597072798212e-191,3.36334601524947,0.533,0.28,2.62751305924478e-186,"1","ADAMTS9"
"APBB2",3.20172413390817e-187,1.50514427736304,0.705,0.499,1.23605761913659e-182,"1","APBB2"
"CDK17",1.50080205634276e-180,3.11821339552523,0.591,0.405,5.79399641871685e-176,"1","CDK17"
"PTK2",9.93219934228513e-173,1.60780038622927,0.756,0.756,3.8344248780826e-168,"1","PTK2"
"STOM",2.26915345014316e-165,3.4941220800241,0.536,0.34,8.7602938096227e-161,"1","STOM"
"MEF2C",5.02794798808821e-163,1.63415959375623,0.746,0.693,1.94108960028133e-158,"1","MEF2C"
"AKT3",9.29669249197636e-155,1.03756744081804,0.655,0.325,3.58908110345239e-150,"1","AKT3"
"PTPRG",1.21924235876745e-154,1.52304613001288,0.855,0.851,4.7070070502576e-150,"1","PTPRG"
"RIN2",2.06997647226667e-153,1.9647399975252,0.709,0.684,7.9913511688327e-149,"1","RIN2"
"NKTR",5.453380299229e-149,1.99037613196818,0.684,0.657,2.10533199832035e-144,"1","NKTR"
"JMJD1C",2.53372316417264e-147,1.42221300713641,0.839,0.854,9.78169164760488e-143,"1","JMJD1C"
"MYO1E",8.58717530992825e-146,3.04659458060347,0.532,0.352,3.3151649001509e-141,"1","MYO1E"
"ARHGAP29",3.56133714943229e-145,2.52882126394345,0.602,0.456,1.37488981990983e-140,"1","ARHGAP29"
"EPB41L4A",1.64475589946977e-144,2.47867788013863,0.635,0.555,6.349744625493e-140,"1","EPB41L4A"
"ARGLU1",1.81597717980657e-143,1.43909720575087,0.749,0.758,7.01076150036126e-139,"1","ARGLU1"
"BMPR2",4.3261852650572e-142,2.19525695337347,0.669,0.638,1.67016708342798e-137,"1","BMPR2"
"PEAK1",1.37805281025142e-141,1.70411133898416,0.726,0.716,5.32011067925664e-137,"1","PEAK1"
"PTPN12",1.60542089705603e-141,2.27673990299736,0.617,0.487,6.19788791517451e-137,"1","PTPN12"
"RASAL2",5.63082100950449e-135,1.51367919423987,0.768,0.745,2.1738347589293e-130,"1","RASAL2"
"ENSG00000291214",2.36020083491041e-134,3.07859799775213,0.575,0.47,9.11179134325514e-130,"1","ENSG00000291214"
"RALGAPA2",3.79779536235899e-123,2.32534728368202,0.63,0.587,1.46617687759231e-118,"1","RALGAPA2"
"WWTR1",2.06758545374387e-122,2.77422446921971,0.624,0.567,7.98212040272359e-118,"1","WWTR1"
"FBXL7",4.5082669954316e-121,1.10041608437936,0.856,0.826,1.74046155625632e-116,"1","FBXL7"
"CYTH1",6.62792051027129e-118,3.00609503256028,0.558,0.451,2.55877499219534e-113,"1","CYTH1"
"LDLRAD4",4.41722051822563e-113,1.19140111529692,0.739,0.67,1.70531215326619e-108,"1","LDLRAD4"
"NCALD",5.53365641290626e-112,1.85622820112766,0.541,0.359,2.13632339476659e-107,"1","NCALD"
"TMTC1",8.16547160277023e-107,2.67655587420071,0.627,0.605,3.15236196696547e-102,"1","TMTC1"
"KALRN",2.15122195820098e-103,1.62603410785184,0.706,0.682,8.3050074918307e-99,"1","KALRN"
"APP",3.7552186448012e-103,2.40981296931416,0.593,0.55,1.44973971001195e-98,"1","APP"
"CCNY",1.57731240848588e-102,2.22229993533254,0.641,0.645,6.08937228420057e-98,"1","CCNY"
"PDE10A",7.85922485970397e-99,2.05869156689769,0.593,0.514,3.03413234933731e-94,"1","PDE10A"
"RAPGEF2",3.01224412288593e-94,1.24445401630441,0.739,0.778,1.16290696608134e-89,"1","RAPGEF2"
"GFOD1",7.10287573898029e-94,2.79946340834108,0.534,0.468,2.74213620779073e-89,"1","GFOD1"
"NRP1",6.2670955819222e-92,1.25102903408873,0.745,0.731,2.41947492035689e-87,"1","NRP1"
"PDLIM1",2.6166157226598e-91,3.47518053489888,0.508,0.434,1.01017066589004e-86,"1","PDLIM1"
"RPS6KA2",3.49362371250827e-87,2.23619520769849,0.584,0.558,1.34874837045094e-82,"1","RPS6KA2"
"PKP4",6.04547966914259e-82,2.17554769386125,0.568,0.538,2.33391788106919e-77,"1","PKP4"
"PHACTR2",1.00474675181559e-80,2.06887758750348,0.586,0.572,3.87892531005927e-76,"1","PHACTR2"
"WNK1",3.48686846293086e-78,1.60121272380436,0.657,0.688,1.34614043879909e-73,"1","WNK1"
"CLIC5",9.30028011302341e-78,2.16723541894564,0.605,0.576,3.59046614043382e-73,"1","CLIC5"
"TRIO",2.37432024877362e-76,1.10651533463522,0.724,0.76,9.16630075241544e-72,"1","TRIO"
"KMT2E",2.64525635368165e-73,1.38057712245912,0.68,0.742,1.02122766790234e-68,"1","KMT2E"
"UACA",1.58764877851052e-72,1.83611103058517,0.598,0.623,6.12927687431773e-68,"1","UACA"
"SP100",1.6159245758623e-71,1.96641283372159,0.511,0.426,6.23843841757399e-67,"1","SP100"
"PICALM",4.88993138866616e-71,1.5208302277962,0.638,0.685,1.88780691190846e-66,"1","PICALM"
"HIPK2",1.72843396316799e-70,1.69620587917264,0.636,0.665,6.67279215820634e-66,"1","HIPK2"
"DLEU2",1.80439282360064e-70,1.27703967738249,0.64,0.65,6.96603893479262e-66,"1","DLEU2"
"ITPR2",1.51332610848119e-66,1.37210429384127,0.627,0.645,5.84234677440249e-62,"1","ITPR2"
"TIMP3",3.23276025476871e-66,2.81546515729567,0.537,0.498,1.24803942395601e-61,"1","TIMP3"
"TSPAN9",8.1560465954528e-65,1.68828281013636,0.579,0.56,3.14872334864051e-60,"1","TSPAN9"
"ESYT2",4.20727749026485e-63,1.87576501404475,0.598,0.638,1.62426154789165e-58,"1","ESYT2"
"MEF2A",5.15685610350723e-62,1.0306757914864,0.789,0.798,1.99085586732e-57,"1","MEF2A"
"AUTS2",7.1467055946976e-62,1.20485247431,0.7,0.751,2.75905716188896e-57,"1","AUTS2"
"CTNND1",1.73517650509819e-61,1.71208552345478,0.562,0.571,6.69882241558209e-57,"1","CTNND1"
"MYH9",3.57102597092331e-61,2.11064028060168,0.563,0.571,1.37863028633465e-56,"1","MYH9"
"STOX2",1.46948549675367e-59,2.08547652562605,0.55,0.548,5.67309570876722e-55,"1","STOX2"
"TTC28",1.99730097064858e-59,1.2259053565413,0.663,0.716,7.71078012728593e-55,"1","TTC28"
"FCHSD2",9.84478454077298e-54,1.00860778303651,0.688,0.745,3.80067751981082e-49,"1","FCHSD2"
"NFIB",2.05996595122829e-50,1.11389312511615,0.745,0.814,7.95270455131194e-46,"1","NFIB"
"TBC1D22A",3.2308165369485e-50,1.56681221710915,0.552,0.57,1.24728903225434e-45,"1","TBC1D22A"
"PALM2AKAP2",1.44381658949792e-49,1.3043608207509,0.663,0.713,5.57399832541568e-45,"1","PALM2AKAP2"
"NAV1",7.05687370845586e-49,1.09613626837359,0.659,0.689,2.72437666388647e-44,"1","NAV1"
"KLF12",1.96403794828643e-48,1.06821632711201,0.715,0.791,7.58236490315459e-44,"1","KLF12"
"CEP112",4.06089034512957e-46,1.69223329616549,0.535,0.545,1.56774732664072e-41,"1","CEP112"
"SPAG9",2.15350770518873e-43,1.66509831368638,0.561,0.614,8.31383184665161e-39,"1","SPAG9"
"MCC",1.67776773618646e-40,1.83226253440471,0.546,0.599,6.47719012232145e-36,"1","MCC"
"FRMD4A",1.46108432570407e-36,1.08968034618688,0.503,0.487,5.64066214781313e-32,"1","FRMD4A"
"PPP3CA",2.10389150273889e-36,1.58820864236998,0.521,0.533,8.12228353547375e-32,"1","PPP3CA"
"NCOA3",8.34631172501286e-35,2.11444440382033,0.524,0.598,3.22217710455847e-30,"1","NCOA3"
"EXT1",2.04229479265055e-33,1.1772814573694,0.607,0.656,7.88448327650672e-29,"1","EXT1"
"PRKCE",1.70302044144079e-31,1.4271228672695,0.569,0.642,6.57468071622632e-27,"1","PRKCE"
"COBLL1",4.29784138212063e-31,1.26298323167149,0.515,0.525,1.65922464398149e-26,"1","COBLL1"
"ZSWIM6",8.98723824034328e-26,1.25449325183265,0.54,0.611,3.46961319506692e-21,"1","ZSWIM6"
"CRIM1",1.44753917688349e-25,1.59794204734975,0.501,0.528,5.58836974627638e-21,"1","CRIM1"
"EIF4G3",2.49979904235364e-25,1.08715622252319,0.578,0.672,9.65072418291045e-21,"1","EIF4G3"
"HERC1",3.27278037700179e-25,1.17692435250595,0.601,0.717,1.26348959234531e-20,"1","HERC1"
"PPFIBP1",1.24111424961186e-20,1.16013881397996,0.683,0.76,4.79144567205154e-16,"1","PPFIBP1"
"VTI1A",2.75506285562454e-20,1.09087737564979,0.552,0.659,1.06361956604241e-15,"1","VTI1A"
"KAT6A",1.30339281042495e-19,1.28855837774811,0.516,0.607,5.03187828392655e-15,"1","KAT6A"
"RB1",1.26975935671032e-17,1.27103655633443,0.519,0.612,4.90203297251587e-13,"1","RB1"
"ARHGEF7",1.35452626810064e-16,1.70210420670167,0.494,0.579,5.22928411062935e-12,"1","ARHGEF7"
"PLPP1",1.77406149266787e-16,1.97811865027412,0.499,0.587,6.84894179859357e-12,"1","PLPP1"
"LRCH1",2.84270764912425e-15,1.55835610627299,0.471,0.56,1.09745571502091e-10,"1","LRCH1"
"SMARCA2",4.95488085073756e-15,1.36953631887683,0.497,0.596,1.91288130123574e-10,"1","SMARCA2"
"ICA1",1.1568465743695e-14,1.40555581873801,0.468,0.537,4.46612188501088e-10,"1","ICA1"
"ETV6",1.41394566320612e-14,1.08262086494378,0.532,0.634,5.45867862737356e-10,"1","ETV6"
"ACTN4",2.0822080595287e-14,1.41759265779194,0.487,0.556,8.03857243461651e-10,"1","ACTN4"
"HIF3A",1.10648026948111e-13,1.46077408503373,0.471,0.559,4.27167772835878e-09,"1","HIF3A"
"CDK6",3.09640643250452e-13,1.05784833191995,0.534,0.62,1.19539866733269e-08,"1","CDK6"
"UVRAG",3.34431513277768e-11,1.1995505601021,0.49,0.601,1.29110630016015e-06,"1","UVRAG"
"NLK",6.21025848402739e-11,1.6253977375052,0.434,0.508,2.39753239034361e-06,"1","NLK"
"RNF213",7.22225844845623e-11,1.22416041465045,0.451,0.515,2.78822509661101e-06,"1","RNF213"
"PKIG",5.23246267794762e-10,1.25147134734635,0.303,0.504,2.02004454144846e-05,"1","PKIG"
"STAT3",6.87685614974879e-10,1.07552478843692,0.498,0.601,2.65487908517202e-05,"1","STAT3"
"UBR1",3.37430909630268e-09,1.45389215791677,0.465,0.581,0.000130268576971861,"1","UBR1"
"ITSN2",3.48245165226755e-08,1.1191511707289,0.495,0.622,0.00134443528487441,"1","ITSN2"
"UBE2D3",6.9484457597961e-08,1.14830655319868,0.491,0.625,0.00268251697002688,"1","UBE2D3"
"INSR",1.4980008330997e-07,1.10796333531098,0.448,0.691,0.0057831820162647,"1","INSR"
"LIFR",7.02033933216675e-07,2.26285444513082,0.32,0.524,0.027102722025763,"1","LIFR"
"DNAJC1",8.33613826735836e-07,1.26508361314781,0.45,0.557,0.0321824953949637,"1","DNAJC1"
"ARID4B",2.17166355661097e-06,1.08251344880303,0.49,0.628,0.0838392432665232,"1","ARID4B"
"ENSG00000291015",1.77053188524869e-05,1.12520268002609,0.478,0.602,0.683531539619109,"1","ENSG00000291015"
"REEP3",0.000102122752647592,1.62143211448423,0.414,0.525,1,"1","REEP3"
"FERMT2",0.000677387766554029,1.21880769563872,0.426,0.545,1,"1","FERMT2"
"SEC24B",0.000910057190640297,1.03688874316508,0.339,0.511,1,"1","SEC24B"
"MECP2",0.000957935081906731,1.30667495680752,0.333,0.507,1,"1","MECP2"
"TRIP12",0.00166395489966238,1.06666167748457,0.455,0.602,1,"1","TRIP12"
"PDS5B",0.00284731967340617,1.29428604528282,0.4,0.505,1,"1","PDS5B"
"ATP2B4",0.0029706017358326,1.30670036770268,0.422,0.542,1,"1","ATP2B4"
"CLIC4",0.00365684023708231,1.31559119704336,0.415,0.533,1,"1","CLIC4"
"RASGRP3",0.00640384670630074,1.05771869021805,0.369,0.536,1,"1","RASGRP3"
"MIRLET7BHG",0.0066035960770724,1.32058127778112,0.338,0.5,1,"1","MIRLET7BHG"
"HIVEP2",0.00778862040892778,1.47582491611854,0.449,0.605,1,"1","HIVEP2"
"NEGR1",0,6.0943548921763,0.918,0.109,0,"2","NEGR1"
"BICC1",0,6.21389522918192,0.857,0.051,0,"2","BICC1"
"ABCA6",0,6.11566272070754,0.904,0.121,0,"2","ABCA6"
"ACSM3",0,8.42898022795245,0.832,0.065,0,"2","ACSM3"
"ABCA9",0,6.05756703495995,0.829,0.09,0,"2","ABCA9"
"SCN7A",0,4.23586779996888,0.846,0.139,0,"2","SCN7A"
"MEG3",0,7.05639296082651,0.718,0.013,0,"2","MEG3"
"CDH19",0,4.77838254882321,0.774,0.072,0,"2","CDH19"
"ABCA10",0,5.98532666253712,0.839,0.155,0,"2","ABCA10"
"COL8A1",0,4.78245661452212,0.758,0.079,0,"2","COL8A1"
"COL6A3",0,6.42184427834298,0.712,0.041,0,"2","COL6A3"
"PID1",0,5.43374063994512,0.765,0.104,0,"2","PID1"
"DCN",0,6.10267639273661,0.764,0.118,0,"2","DCN"
"FBN1",0,5.06221332440768,0.734,0.092,0,"2","FBN1"
"EBF2",0,2.26381326149601,0.76,0.133,0,"2","EBF2"
"BNC2",0,4.43312871694367,0.671,0.047,0,"2","BNC2"
"GLIS3",0,4.25070412844096,0.685,0.081,0,"2","GLIS3"
"C7",0,5.66334520725159,0.656,0.065,0,"2","C7"
"EGFR",0,3.64715517767407,0.736,0.16,0,"2","EGFR"
"COL15A1",0,4.35580633515185,0.655,0.086,0,"2","COL15A1"
"LAMB1",0,4.27873415011307,0.721,0.158,0,"2","LAMB1"
"FOXP2",0,4.00113274899365,0.772,0.21,0,"2","FOXP2"
"ROBO1",0,3.69337803015892,0.623,0.069,0,"2","ROBO1"
"PDGFRA",0,5.94546683622773,0.57,0.016,0,"2","PDGFRA"
"ADGRB3",0,2.36616406495914,0.716,0.162,0,"2","ADGRB3"
"SVEP1",0,5.41491454198918,0.582,0.031,0,"2","SVEP1"
"ENSG00000286481",0,5.47678091888287,0.594,0.047,0,"2","ENSG00000286481"
"SLIT2",0,5.1721384303953,0.655,0.109,0,"2","SLIT2"
"MAMDC2",0,4.99423985648629,0.648,0.11,0,"2","MAMDC2"
"VIT",0,7.42963219956855,0.546,0.009,0,"2","VIT"
"NOX4",0,5.1924647366336,0.565,0.032,0,"2","NOX4"
"TFPI",0,2.38336222677757,0.667,0.139,0,"2","TFPI"
"COL5A2",0,3.62088642720212,0.601,0.082,0,"2","COL5A2"
"ENSG00000225096",0,5.96090290432281,0.544,0.031,0,"2","ENSG00000225096"
"ADAMTSL3",0,2.88315302703903,0.65,0.144,0,"2","ADAMTSL3"
"LPAR1",0,4.44705242654804,0.526,0.024,0,"2","LPAR1"
"SMOC2",0,5.10849312800191,0.553,0.06,0,"2","SMOC2"
"COL4A4",0,4.24655385432201,0.58,0.089,0,"2","COL4A4"
"PDGFD",0,4.64389936229906,0.635,0.158,0,"2","PDGFD"
"ANKS1B",0,3.37724149613871,0.518,0.047,0,"2","ANKS1B"
"NOVA1",0,5.47937208187697,0.5,0.041,0,"2","NOVA1"
"ABCA8",0,5.17028882967675,0.878,0.424,0,"2","ABCA8"
"NCAM2",0,2.6764429832592,0.533,0.086,0,"2","NCAM2"
"FMO2",9.88131291682493e-323,2.82948466645096,0.543,0.091,3.81477966466943e-318,"2","FMO2"
"LAMA2",1.77863632502849e-322,2.3425607526049,0.995,0.923,6.86660339640498e-318,"2","LAMA2"
"UNC5C",2.17388884170148e-322,1.99820426689316,0.607,0.111,8.39251526227275e-318,"2","UNC5C"
"RORA",5.17056506486136e-315,3.15533090015119,0.912,0.663,1.99614834894038e-310,"2","RORA"
"SLC9A9",1.72182997918933e-314,1.89022598753206,0.588,0.114,6.64729681765832e-310,"2","SLC9A9"
"LINC01088",5.38753766255928e-313,5.70041063183662,0.512,0.101,2.07991279000764e-308,"2","LINC01088"
"DCLK1",7.37680946258566e-301,3.40622489301337,0.581,0.13,2.84789106112582e-296,"2","DCLK1"
"GAS7",3.36899687111444e-289,3.35024714629755,0.729,0.289,1.30063493206244e-284,"2","GAS7"
"SNTB1",1.25054655021726e-279,2.56808679476432,0.542,0.106,4.82786001176876e-275,"2","SNTB1"
"ABI3BP",1.54627323685279e-278,5.20656592495909,0.559,0.148,5.96954245819388e-274,"2","ABI3BP"
"MAPK10",1.41026751107692e-275,3.46679731000806,0.519,0.112,5.44447875326354e-271,"2","MAPK10"
"MSC-AS1",3.74785821933822e-271,1.81802446470729,0.528,0.096,1.44689814415771e-266,"2","MSC-AS1"
"SPATA6",2.86329649063922e-267,3.25253272876306,0.723,0.311,1.10540424317618e-262,"2","SPATA6"
"LAMC1",8.36275318157203e-255,3.70971575665333,0.766,0.439,3.2285244932777e-250,"2","LAMC1"
"EBF1",2.5973838036964e-252,2.06284530734124,0.841,0.338,1.00274599125503e-247,"2","EBF1"
"TRPS1",1.12349206083008e-251,2.3655349405199,0.718,0.279,4.3373534500406e-247,"2","TRPS1"
"CARMIL1",3.86844857303246e-240,3.10462635729149,0.617,0.211,1.49345325610491e-235,"2","CARMIL1"
"RBMS3",1.11849985313554e-237,1.83344538796203,0.949,0.847,4.31808053301508e-233,"2","RBMS3"
"MAML2",3.3427197774879e-204,2.00778873003395,0.771,0.355,1.29049039729698e-199,"2","MAML2"
"TSHZ2",3.97049342071145e-204,1.41830540240239,0.501,0.115,1.53284868999986e-199,"2","TSHZ2"
"COL6A1",4.74030232487034e-201,3.33087615437185,0.596,0.236,1.83004111553944e-196,"2","COL6A1"
"AKT31",2.1893341080214e-180,1.52635697687046,0.791,0.352,8.4521432574274e-176,"2","AKT3"
"MIR99AHG",9.75520874376489e-174,1.70617812314902,0.884,0.7,3.76609588761788e-169,"2","MIR99AHG"
"CELF2",2.7174737357454e-168,1.96143666376877,0.879,0.746,1.04910791042187e-163,"2","CELF2"
"GRK5",3.03595356394139e-165,2.36269782286569,0.779,0.535,1.17206023289521e-160,"2","GRK5"
"FNDC3B",3.18261458639644e-158,1.61995004284779,0.884,0.787,1.22868018722421e-153,"2","FNDC3B"
"SPARCL1",6.20719614241097e-158,1.64367427230314,0.692,0.315,2.39635014273918e-153,"2","SPARCL1"
"PLA2G5",8.68993082757617e-158,1.25822179177604,0.644,0.296,3.35483469529406e-153,"2","PLA2G5"
"DYNC2H1",2.75909637196943e-154,2.81629608770058,0.507,0.192,1.06517674536252e-149,"2","DYNC2H1"
"NID1",8.17218611473407e-145,3.19535440413031,0.643,0.403,3.15495417145424e-140,"2","NID1"
"SSBP2",7.0074116429616e-142,1.93186328909912,0.785,0.64,2.70528133888176e-137,"2","SSBP2"
"PLAGL1",2.50507183033566e-139,2.2658138128858,0.508,0.187,9.67108030819384e-135,"2","PLAGL1"
"PCSK6",1.91840187160507e-138,4.34173464172749,0.546,0.281,7.40618226551854e-134,"2","PCSK6"
"TGFBR3",8.32802192045138e-138,3.15867182297302,0.664,0.459,3.21511614260946e-133,"2","TGFBR3"
"BNIP3L",1.19132288640417e-135,2.87673178485076,0.587,0.317,4.59922113525194e-131,"2","BNIP3L"
"GSN",1.2126496558468e-132,2.59481634196997,0.701,0.503,4.68155526136214e-128,"2","GSN"
"CEBPD",1.79201926958785e-131,2.84365735458583,0.561,0.278,6.91826959217085e-127,"2","CEBPD"
"CHD9",8.17484997204988e-126,1.49056122876481,0.82,0.736,3.15598258020958e-121,"2","CHD9"
"COL4A1",2.89750537141401e-120,2.3751028264033,0.704,0.534,1.11861092368809e-115,"2","COL4A1"
"DDR2",1.21287352357733e-117,2.91450525422374,0.537,0.279,4.68241952512266e-113,"2","DDR2"
"COL4A2",1.76453115562321e-116,2.13360770459518,0.741,0.626,6.81214897939895e-112,"2","COL4A2"
"SOBP",5.42071116614319e-116,2.25527340718704,0.684,0.497,2.09271975280124e-111,"2","SOBP"
"ANKRD44",1.30812302132196e-114,1.66004999241323,0.542,0.248,5.05013973611557e-110,"2","ANKRD44"
"NFIA",1.07922090658137e-113,1.17420823232448,0.914,0.845,4.16644023194803e-109,"2","NFIA"
"FTX",1.37728652044894e-111,1.08961778633002,0.939,0.887,5.31715234084518e-107,"2","FTX"
"RBMS1",2.69490952782178e-110,1.39144538413594,0.851,0.766,1.04039677231088e-105,"2","RBMS1"
"ARHGAP24",6.21919938796065e-109,1.61899346952729,0.811,0.666,2.40098411571609e-104,"2","ARHGAP24"
"SESTD1",7.64352690659563e-108,2.44509302897164,0.593,0.376,2.95085999756031e-103,"2","SESTD1"
"ADGRD1",1.77793943836087e-105,2.96837880766064,0.582,0.388,6.86391299573599e-101,"2","ADGRD1"
"ZEB1",2.53144578439678e-104,1.18076547889362,0.843,0.752,9.77289959524219e-100,"2","ZEB1"
"RTN4",1.03771728268002e-102,1.4653535274325,0.55,0.255,4.0062113415145e-98,"2","RTN4"
"ARHGAP21",4.07394347412572e-101,1.73977611282499,0.713,0.561,1.57278661762098e-96,"2","ARHGAP21"
"NAALADL2",4.59158863593058e-100,2.00776945450871,0.723,0.549,1.77262870878736e-95,"2","NAALADL2"
"BCL6",3.70948829217213e-92,2.53621010696962,0.517,0.299,1.43208505007597e-87,"2","BCL6"
"JAK1",6.71113784069141e-85,1.33152610766785,0.794,0.72,2.59090187477732e-80,"2","JAK1"
"PHLDB1",9.81988744566075e-84,2.10470278405371,0.543,0.336,3.79106574727179e-79,"2","PHLDB1"
"EHBP1",5.10166928179142e-79,1.67508525366319,0.638,0.496,1.9695504429284e-74,"2","EHBP1"
